deskripsi,komentar,menatap,memegang
"Ini terjadi pada sore hari sekitar 3 bulan yang lalu. Saat saya dalam perjalanan ke madangir, seorang pria mengikuti saya.",0,0,0
Empat anak laki-laki mencoba memotret saya dan teman-teman saya saat kami keluar dari biaya sekolah.,0,0,0
"Tetangga saya menyuruh saya untuk mengikutinya sehingga dia bisa memberi saya jambu biji. Saat kami pergi ke perkebunan mereka, dia melepas pakaian saya dan memperkosa saya",0,0,0
Komentar buruk tentang gadis itu,1,1,0
gangguan,0,0,1
Ketika saya kembali dari rumah saudara laki-laki saya. Saya diejek oleh sekelompok gadis. mereka mengomentari saya.,0,0,0
teman saya berdiri di suatu tempat di kota model dan melihat seseorang mengklik fotonya. Meskipun dia tidak yakin bahwa mereka hanya mengklik fotonya tetapi ekspresi mereka membuatnya cukup jelas.,0,0,0
gangguan,0,1,1
"Saat turun dari metro, saya menyadari bahwa seorang pria telah mengambil beberapa foto saya dan teman saya, dan membuat ekspresi tidak senonoh.",0,1,0
"Menguntit, menggoda",1,0,0
Saya menyaksikan seorang suami memukuli istrinya di tempat umum. Itu terjadi pada sore hari.,0,0,0
2 anak laki-laki memotret saya dan teman-teman saya di stasiun metro. kami berpaling.,1,0,0
Seorang gadis sedang dikejar dan diikuti oleh beberapa anak laki-laki di sekitar area gereja legiun maria dalam perjalanan ke toko sekitar pukul 19.30,0,0,0
"Teman saya sedang berjalan di jalan dan seorang pria lewat, mengomentari dia.",1,0,0
Saya sering dipukuli oleh suami saya terutama saat dia pulang dalam keadaan mabuk,1,1,0
"Kakak perempuan saya kembali dari sekolah pada suatu Sabtu malam, seorang anak laki-laki meneleponnya dan bertanya apakah dia dapat berbicara dengannya. Karena sudah terlambat baginya untuk keluar pada jam 6 sore, dia menolak tetapi anak laki-laki itu menangkapnya. Dia ingin memperkosanya tetapi orang datang membantunya.",0,0,0
Itu terjadi di bar saya pada malam di mana pria bodoh itu mencoba menyentuh saya ... Tapi saya malah menamparnya.,0,0,1
berperilaku buruk,0,0,1
"Saya telah dilecehkan secara seksual. Ketika orang tua saya pergi, saya ditinggalkan di rumah bersama paman saya. Pada malam hari ketika saya sedang tidur paman saya melecehkan saya secara seksual tetapi alhamdulillah saya berjuang dengannya sampai dia membiarkan saya pergi. Kapan pun saya berpikir tentang apa yang dia perjuangkan untuk saya. Itu membuat saya kehilangan rasa hormat padanya. Saya melaporkan kasus itu kepada ibu saya dan dia mengusirnya.",0,0,1
Saya berada di bus di mana seorang lelaki tua menyentuh saya dan berkomentar bahwa Anda cantik dan bertanya ke mana Anda akan pergi sayang?,1,0,1
"Kejadian ini terjadi pada malam hari dengan saudara perempuan teman saya, dia berada di pasar dan dia diikuti oleh beberapa anak laki-laki yang memintanya untuk berteman dengan mereka.",0,0,0
Usia 16 tahun Jenis pelecehan Panggilan telepon di sekolah di Leh tahun 2015 (siang hari) Mengomentari sekolah di Leh tahun 2015 (siang hari),1,0,0
sekelompok orang menyiul saya dan teman saya dalam perjalanan pulang,0,0,0
Dua kali saya diraba-raba oleh pria mabuk. Mereka berasal dari masyarakat saya sendiri dan pada malam hari. Saya bersekolah jadi tidak tahu bagaimana harus bereaksi.,0,0,1
beberapa anak laki-laki mengomentari anak perempuan di sana.,1,0,0
"Kejadian ini terjadi pada sore hari, menatap dengan cara yang tidak pantas.",0,1,0
"Saya sedang dalam perjalanan untuk membeli beberapa barang ketika tiba-tiba seorang pria yang berpura-pura gila berjalan melewati saya dan berlari mengejar wanita ini hanya untuk menyentuh pantatnya, kami tertawa tetapi wanita itu merasa tidak enak karena dia melepaskannya.",0,0,1
dilecehkan oleh anggota keluarga di rumah,0,0,1
teman saya dilecehkan secara seksual oleh pamannya sendiri.,0,0,0
Saya berencana untuk membeli kaus kaki. Karena sudah malam dan toko-toko tutup. Di sana saya melihat sebuah toko wol di mana saya pikir saya bisa mendapatkan sepasang kaus kaki jadi saya bertanya apakah saya bisa membeli sepasang kaus kaki. Dia berkata bahwa saya terlihat cantik. Dia ingin berteman. Dia memintaku untuk memeluknya. Saya menolak dan ingin pergi. Dia memberi saya rantai emas dan mencoba membujuk saya untuk berhubungan seks. Saya keluar dan memberi tahu teman-teman saya. mereka datang dan mengancam orang itu.,0,0,0
Saya baru saja keluar dari kantor untuk membeli makanan dan orang asing di pinggir jalan yang bodoh mulai memberikan komentar seperti 'saman leke kidhar ka rahi ho',1,0,0
itu terjadi di pagi hari,1,0,0
Dia pernah diejek oleh seorang anak laki-laki saat menonton film.,0,0,1
"Menyentuh, meraba-raba, dan berkomentar di stasiun Metro Rajiv Chowk",1,0,1
Kategori dipilih selama Sore dan malam,1,0,0
Disentuh saat naik kereta,0,0,1
"Ketika saya keluar pada malam hari, banyak pria yang melihat saya mengomentari saya. Saya hanya mengabaikan mereka dan pergi.",1,0,0
"Saya sedang dalam perjalanan ke kelas putra saya. kami berada tepat di luar gedung saya dan memanggil becak. Saat itulah dua remaja ini, salah satunya tinggal di gedung saya, mulai menunjuk ke arah saya, berkomentar dan tertawa. Saya mengabaikannya sekali, tetapi kedua kalinya mereka melakukannya, saya berjalan ke arah mereka dan menanyai mereka dan meneriaki mereka.",1,0,0
"Saat saya sedang berjalan-jalan di supermarket bhatbateni. Saya melihat seorang anak laki-laki menggoda seorang gadis yang melewatinya,",1,0,0
"Menguntit, Menatap, Meraba-raba, Mengundang Seksual",0,0,1
Seorang pria dengan erat meraih pahaku di dalam bus mikro yang penuh sesak.,0,0,1
Saya sedang menyeberang jalan ke toko bahan makanan ketika dua pria mulai mengikuti saya dengan sepeda dan berkomentar.,1,0,0
"Saya biasanya menghindari semua komentar ini, tetapi begitu seorang pria mengikuti saya setiap hari. saya mengeluh kepada guru saya, dia membantu saya",0,0,0
"Ketika saya sedang berjalan di jalan, seorang pria melewati saya dan mengatakan bahwa dia ingin menyentuh payudara saya. Tapi dia tidak bisa berbuat apa-apa.",1,0,0
Seorang wanita mengenakan rantai emas yang direnggut oleh dua pria. Itu terjadi pada sore hari sekitar jam 730 malam.,0,0,0
ini terjadi ketika aku sedang berlibur dengan keluargaku..dan aku sedang berbelanja..jadi seorang pria mencoba untuk menyentuhku..aku takut.,0,0,1
"Seorang pengendara sepeda mencoba menghentikan saya dan ketika saya tidak berhenti, dia menghina saya dengan mengatakan mengutip kaki Anda yang tertekuk, Anda bodoh, Anda jelek",1,0,0
Ada seorang wanita tua berjalan di jalan di mana dua anak laki-laki bersepeda yang mengenakan topeng di wajah mereka menyambar rantainya.,0,0,0
"Ketika saya sedang menunggu bus, seorang yang tidak dikenal bertanya apakah saya mau tumpangan di mobilnya. Dia berbicara dengan nada yang sangat kotor. Dan ketika saya mulai mengklik foto plat nomor mobilnya, dia kabur.",0,0,0
"Saya biasa mengganti metro sekitar jam 8 malam di stasiun metro mandi house dan naik metro menuju ito. Suatu hari ketika saya sedang menunggu metro saya menyadari seseorang telah lama menatap saya tetapi saya tidak menganggapnya serius dan mengabaikannya. Kemudian tiba-tiba setelah sekitar 1520 hari ketika saya sedang berjalan menuju platform pada saat yang sama, saya melihat orang yang sama menatap saya dan tersenyum, itu aneh tetapi saya masih diabaikan. Tapi sekarang ini berlanjut selama 45 hari. Dia biasa mengejar metro yang sama dengan saya dan beberapa kali bahkan mencoba berbicara dengan saya di stasiun metro ito tempat saya biasa keluar. Ini semua yang terjadi. Dan itu berakhir ketika saya mengubah rute saya.",0,0,0
"Ketika saya berusia sekitar 1012 tahun, seseorang mencoba memasukkan tangannya ke dalam saku belakang saya di tengah orang banyak.",1,1,1
ketika saya akan pulang setelah sekolah. dalam perjalanan ke rumah ada beberapa pria setelah mengomentari gadis-gadis itu,0,0,0
"mengambil gambar dan mengomentari perilaku kasar, catcall",1,0,0
"Seorang pria di dalam mobil berhenti di halte bus dan memanggil teman saya untuk menanyakan arah. Dia sedang masturbasi dan sebelum dia menyadari apa yang terjadi, dia pergi.",0,0,0
Aku berjalan menuju panggung lalu beberapa orang memberitahuku bahwa aku punya sosok yang cantik,1,0,0
anak laki-laki tak dikenal datang dan menanyakan nama saya dan meminta untuk duduk bersamanya selama beberapa waktu,1,0,0
"Setiap kali saya berkendara di area ini pada malam hari, saya biasanya diikuti oleh orang-orang dengan mobil lain. Mereka membuntuti mobil saya atau mencoba menghalangi jalan saya.",0,1,0
dekat taman saat saya sedang berjalan,1,1,0
"Pria yang berdiri di jalan belakang dan melirik. Karena tempat itu remang-remang di malam hari, itu menakutkan untuk dilalui.",0,1,0
"Saya bersama teman saya sedang menuju stasiun metro GtB dari rajiv chowk, Ada kerumunan besar dan seorang pria mencoba menyentuh bagian posterior tubuh saya.",0,0,1
catcalled oleh pengemudi riksha,0,0,0
"Saya sedang berjalan menyusuri jalan di siang bolong ketika seorang pria dengan sepeda berhenti mengendarainya dan ketika saya mendekat, menyanyikan lagu mesum quotZara zara touch mequot",1,0,0
Survei ini dilakukan oleh safecity (Red dot foundation) bersama dengan audit keamanannya di pasar jalanan di Mumbai.,1,1,1
berkomentar dan catcall oleh sekelompok becak mabuk,1,0,0
Seorang pria menyentuh payudara saya begitu erat sehingga saya tidak bisa berbuat apa-apa. Saya merasa sangat sakit.,1,0,1
"Ketika saya berumur 12 tahun, pada hari ulang tahun saya, saya sedang dalam perjalanan pulang setelah makan malam dengan ibu, paman, bibi dan sepupu saya. Kami sedang menyeberang jalan dan seorang pria datang dan menyentuh pantat saya. Kemudian dia berbalik untuk bersiul. Ini adalah pengalaman pelecehan seksual pertama saya.",0,0,1
"Saya berdiri dalam antrean dan sekelompok pria melanggar antrian dan ketika kami dimarahi, mereka mulai menggoda kami. Terjadi sekitar pukul 315 sore.",1,0,0
merasa dianiaya di bus,1,1,1
"quotat uhuru Park di kota, teman saya sedang diteriaki oleh anak laki-laki jalanan",1,0,0
dua gadis diperkosa oleh satu orang laki-laki di malam hari,0,0,0
"bepergian dengan bus sulit, terutama pada jam-jam sibuk.",0,0,1
sebulan yang lalu saya berjalan dan mengenakan gaun pendek beberapa pria ada yang menganggap saya seksi ... biaya sangat sama.,1,0,0
Bus yang menuju ke tempat ini tidak aman.,1,0,1
"Pelecehan seksual Menurut apa yang dikatakan teman saya ketika seorang anak laki-laki lewat, dia datang dan membawanya tanpa dia tahu apa yang terjadi padanya Sebelum dia bisa menyadari dirinya ada pada anak laki-laki itu dan anak laki-laki itu telah tidur dengannya. Anak laki-laki itu mengambil sebuah buku dan memberikannya kepadanya dan mengatakan kepadanya bahwa ketika ibunya bertanya di mana dia berada, dia harus mengatakan dia pergi untuk meminta buku untuk dipelajari. Ketika dia membawanya pulang, dia mulai berteriak dan pingsan, Dia dibawa ke rumah sakit. Di sanalah seluruh cerita menjadi terbuka, dia tinggal di sebuah kamp di Idenau sementara bocah itu tinggal di blok 20 di Idenau. Dikatakan bahwa bocah itu menggunakan ilmu hitam.",0,0,0
"ketika saya akan pulang dari sekolah saya melihat saudara laki-laki saya melihat ke belakang. ada seorang anak laki-laki yang memberikan komentar buruk pada saya. saudara laki-laki saya mengancamnya, tetapi dia tetap mengomentari saya dengan menggunakan kata-kata kasar dan suara kasar.",1,0,0
"Pukul 20.30 saya akan ke Baluwatar, di dekat Nagpokhari ada dua anak laki-laki yang mencoba untuk mengambil foto saya. Saya mengatakan ini kepada polisi dan saya berjalan dari sana.",0,0,0
Ada enam anak laki-laki dalam 2 scooties. Mereka menggoda saya dan teman saya. Jalanan sunyi.,1,1,0
"catcalls, whistles dan commenting. Terutama di stasiun metro.",1,0,0
Seorang pria memberi tahu seorang gadis bahwa dia harus pergi menemuinya karena dia ingin menyentuhnya,0,0,0
ini benar-benar area yang tidak aman bagi wanita,1,1,0
"Seorang pria menyentuh beberapa bagian pribadi saya, ketika saya bepergian dengan bus",1,1,1
"rantai menyambar, berkomentar. Di luar Rumah Sakit Ganga Ram.",1,0,0
"Seorang pria berlari ke arah saya dan sebelum saya tahu apa yang akan terjadi, dia meraih telepon saya yang sedang saya bicarakan dan lari",0,0,1
Saya diraba-raba dan di-catcall di stasiun kereta Kandivali.,0,0,1
gangguan,0,0,1
Umur 17 tahunJenis pelecehanMenatapOgling ketika saya roaming di pasar Leh (malam) siang hari),1,1,0
anak laki-laki mengikuti seorang gadis yang sendirian di jalan dan mulai berkomentar dan meratap.,1,0,0
Itu terjadi di dekat Liberty Cinema Hall sekitar jam 7 malam. Salah satu tetangga sedang berkeliaran di depan rumahnya ketika dua pengendara sepeda motor mencoba merebut rantainya.,0,0,0
"Penganiayaan, Percobaan Pemerkosaan",0,0,0
Saya melihat seorang gadis diejek dengan buruk oleh anak laki-laki dan gadis itu sangat takut. Mereka bahkan mengikutinya.,1,1,0
Seseorang terus menatap amp membuat komentar pada penampilan saya.,1,1,0
Seorang pengendara motor berhenti di depan teman saya dan memintanya untuk menemaninya,0,0,0
Pengendara sepeda dan pengendara sepeda berkomentar dan melarikan diri,1,1,0
"Saya dipanggil nama seperti sayang, chuli (aprikot)",0,0,0
"Di kereta yang penuh sesak, ada seorang pria yang mencoba menarik rok saya dan menyentuh kemaluan saya.",0,0,1
terjadi di malam hari,1,1,0
"Saat malam, saat travelling berkomentar lebih terasa seperti hal yang wajib.",1,0,0
dalam perjalanan pulang saya bertemu anak laki-laki di pinggir jalan dan saya melihat mereka bersiul pada teman saya dan memanggil namanya,0,0,0
"Selama saya melatih, teman sekelas kami biasa mengikuti ke mana pun kami pergi dan menyampaikan komentar tentang pakaian dan bahasa tubuh kami. rasanya sangat tidak nyaman.",1,1,0
"Selama pesta sambil menari di perguruan tinggi, seorang pria mencubit seorang gadis di bagian yang tidak pantas.",0,1,0
guru memukuli siswa,0,0,0
"Sepupu saya dan saya berada di atas skuter yang mengendarai skuter di sepanjang permukaan laut berkendara Marine. Sebuah sepeda datang dari belakang dengan 2 orang pria yang terus tersenyum, melirik dan mereka terus mencoba mengalihkan perhatian kami. Mereka akan memperbesar dan menghalangi jalan kami berulang kali. Itu terjadi di Marine Drive tetapi mereka mengikuti kami dalam perjalanan pulang (kehilangan separuh rute kami). Mereka berhenti di Jalan Mohammed Ali dan mengalihkan rute mereka.",0,1,0
`` Aku merasakan kebencian yang kuat terhadap wanita tapi tidak tahu kenapa,0,0,0
"Saya seorang pengacara dan saya bekerja lembur Hampir setiap dua hari ketika saya transit ke New Bombay dari Andheri melalui Wadala Rd. Stasiun Saya melihat anak laki-laki atau laki-laki lokal yang bepergian dari jalur itu memberikan komentar dan isyarat yang tidak senonoh kepada penumpang perempuan, penumpang transgender dan laki-laki banci di dalam Stasiun Kereta dengan pandangan penuh dari Petugas Polisi yang ditempatkan di stasiun.",1,1,0
Saat itu malam hari. saya dan teman-teman saya dikomentari oleh para pemabuk. Kami ketakutan dan lari dari sana.,1,0,0
"Ketika saya sedang berjalan untuk naik kereta, saya berada di tengah kerumunan orang yang berjalan dengan kecepatan seperti siput. Tiba-tiba pria di samping ini menerobos masuk dan legit hanya mengusap dadaku. Saya dalam kesadaran penuh dan meraih tangannya dan mendorongnya pergi.",0,0,1
Bus DTC jalur hijau sama sekali tidak aman.,1,1,1
Komentar murah diikuti dengan mengklik gambar,1,0,0
"Oke, kejadian ini terjadi tahun lalu yaitu tahun 2015 ketika saya menyelesaikan kelas saya di Vashi dan sedang menuju depot Vashi untuk naik bus ke tempat saya Kharghar, Navi Mumbai. Jadi, saya naik bus bernomor 504 dan mengambil tempat duduk wanita, di samping jendela! Saya sedang menelepon, setelah beberapa menit saya menyadari bahwa saya disentuh di dekat payudara saya dari belakang, misalnya, saya pikir itu mungkin hanya tongkat kursi tetapi kemudian saya menyadari itu bukan, itu milik seseorang. tangan mencoba untuk menangkap saya di sana. Saya menangkap tangan pria itu tepat di sana, memutarnya, membalikkan diri saya dan melecehkannya menanyakan apa yang dia lakukan, dia cukup terkejut, saya yakin dia tidak mengharapkan seorang gadis bereaksi seperti itu, pria kami mengira kami takut berbicara seperti itu, tetapi saya melakukannya, saya tidak takut. Kondektur bus datang ke lokasi dan menarik kemejanya dan menurunkannya dari bus. Nah, ini bukan satu-satunya, kemudian setelah 5 menit, seorang pria duduk di sampingku, dia mulai menyentuh pahaku, aku meledak padanya bahkan dengan marah karena hanya 5 menit yang lalu yang pertama terjadi, aku berbalik ke arahnya, tanpa berpikir dua kali, saya benar-benar menamparnya, melecehkannya lagi, saya marah, marah pada apa yang terjadi dengan saya, orang-orang di dalam bus memukulnya dan bahkan dia diturunkan. Jadi ini terjadi, saya tidak ragu untuk melakukan apa pun yang saya lakukan, itu perlu! Saya pikir, kesengsaraan saya berakhir, tetapi ada wanita cabul lain yang menatap saya hampir sepanjang waktu. Saya mengeluh kepada kondektur dan memaksanya turun dari bus juga.",0,0,1
